id|name|surname|status
6169|Keiko|Cote|silver
6170|Cairo|Welch|gold
6171|Alea|House|gold
6172|Nevada|Charles|silver
6173|Shelley|Hansen|bronze
6174|Dominic|Hurst|platinum
6175|George|Berry|bronze
6176|Kameko|Brown|platinum
6177|Cynthia|Singleton|gold
6178|Serina|Adams|silver
6179|Patrick|Weeks|silver
6180|Zane|Gillespie|gold
6181|Nissim|Stephenson|bronze
6182|Brian|Santiago|silver
6183|Tallulah|Blair|silver
6184|Garrison|Hooper|gold
6185|Hayes|Wyatt|silver
6186|Gisela|Hutchinson|gold
6187|Melvin|Sparks|gold
6188|Isabella|Olsen|platinum
6189|Fatima|Lara|gold
6190|Jamal|Ramos|gold
6191|Macon|Sweet|gold
6192|Aaron|Phelps|bronze
6193|Gregory|Ewing|platinum
6194|Cally|Alvarado|silver
6195|Aimee|Rose|gold
6196|Samson|Christensen|gold
6197|Steel|Casey|gold
6198|Sasha|Guerrero|gold
6199|Patrick|Deleon|platinum
6200|Chaney|Morales|bronze
6201|Tashya|Bradford|bronze
6202|Troy|Alexander|platinum
6203|Ian|Cooper|silver
6204|Amethyst|Langley|platinum
6205|Seth|Decker|platinum
6206|Patrick|Chan|bronze
6207|Skyler|Franco|gold
6208|Garth|Hatfield|gold
6209|Bell|Greene|gold
6210|Tana|Roach|bronze
6211|Nola|Melendez|platinum
6212|Tallulah|Hebert|gold
6213|Justina|Webb|silver
6214|Russell|Schmidt|gold
6215|Nomlanga|Keller|bronze
6216|Fleur|Huff|platinum
6217|Porter|Patrick|bronze
6218|Athena|Ruiz|gold
6219|Ariel|Klein|silver
6220|Harlan|Bolton|silver
6221|Hyacinth|Elliott|silver
6222|Phillip|Abbott|platinum
6223|Chaim|Miller|platinum
6224|Joan|Stanley|platinum
6225|Andrew|Stewart|platinum
6226|Hop|Short|bronze
6227|Neil|Trujillo|silver
6228|Celeste|Kemp|silver
6229|Raymond|Humphrey|bronze
6230|Rebekah|Britt|bronze
6231|Doris|Moss|bronze
6232|Bo|Chang|gold
6233|Yoko|Baldwin|silver
6234|Preston|Cardenas|gold
6235|Leonard|Dalton|bronze
6236|August|Barrett|platinum
6237|Alfreda|Oneill|gold
6238|Samantha|Soto|silver
6239|Alvin|Christensen|bronze
6240|Dakota|Bolton|gold
6241|Hadassah|Decker|gold
6242|Caldwell|Mcclain|gold
6243|Yoshio|Keith|platinum
6244|Herman|Dean|silver
6245|Ferdinand|Lawson|silver
6246|Burton|Ratliff|platinum
6247|Justin|Stein|bronze
6248|Yvette|Spencer|platinum
6249|Ayanna|Carpenter|platinum
6250|Lael|Boyle|bronze
6251|Zachery|Thornton|gold
6252|Nathaniel|Valentine|platinum
