ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663955769_3867025,Craig P. Brock,"P.O. Box 576, 8406 Pharetra. St.",Norfolk,94319,VA,Standard,943D86BE-EE89-555A-FDC3-1F4E56F7BF2E,HANDED TO CARRIER
663955770_3867026,Uta D. Cunningham,5025 Eleifend Av.,Augusta,30358,Maine,Express,77D54D6C-E473-FADB-DE30-201C03E5B967,PREPARING SHIPMENT
663955771_3867027,Nigel W. Olsen,Ap #115-8750 A Road,Waterbury,23323,CT,Standard,D25B1B89-E8F8-3B10-AFB3-A9F27320B602,HANDED TO CARRIER
663955772_3867028,Sandra N. Guy,477-4807 Imperdiet Avenue,Des Moines,85076,Iowa,Next-Day,77DA5AB9-2697-4A4E-C074-D7EC95504141,DELIVERED
663955773_3867029,Drew J. Wilkinson,"204-552 Odio, Avenue",Bellevue,44446,NE,Express,D4B2589F-8938-C578-3475-C566299D4390,DELIVERED
663955774_3867030,William H. Farley,Ap #203-2712 Sed St.,Norman,12083,OK,Express,AFF60913-7E40-2DE8-AD3D-8F854B27E6F4,IN NETWORK
663955775_3867031,Kiara W. Quinn,Ap #335-1850 Interdum. Avenue,Southaven,19212,Mississippi,Next-Day,5DB659A5-3E96-1930-CB8F-0BD2A6FAFFD3,HANDED TO CARRIER
663955776_3867032,Daquan M. Jimenez,Ap #385-7398 Dolor Rd.,Harrisburg,60415,PA,Next-Day,5F2C2C72-67D6-320F-224F-348E17D041D7,PREPARING SHIPMENT
663955777_3867033,Plato S. Oneal,512-652 Mollis. Ave,Topeka,61959,KS,Express,CCA9ED78-07C2-7650-79FC-A86D13132ED9,HANDED TO CARRIER
663955778_3867034,Joel G. Drake,739-3997 Iaculis St.,Bridgeport,11445,CT,Express,313D4FAC-A8BB-67A1-F098-BB7FDCC53F85,DELIVERED
663955779_3867035,Jaime R. Russo,Ap #494-3633 Nunc St.,Bozeman,86121,MT,Next-Day,2CCDDCE2-2ECB-2341-E875-18CC76A481A6,HANDED TO CARRIER
663955780_3867036,Pearl F. Conrad,Ap #459-3598 Maecenas Avenue,West Jordan,68653,UT,Next-Day,A8A2A2FC-FFDA-4B53-20B9-81DE96BADF73,HANDED TO CARRIER
663955781_3867037,Gemma Q. Velazquez,968-1736 Donec Av.,Aurora,94740,Colorado,Standard,F9F2A0BE-7FE1-AB40-2147-B84699B0C0C2,PREPARING SHIPMENT
663955782_3867038,Ursa X. Gardner,"372 Purus, Road",Aurora,57330,Colorado,Express,BDA8C092-4D98-BE3D-B012-DA0C271CED3C,PENDING COLLECTION
663955783_3867039,Maia B. Gibson,7483 Vitae Street,Tuscaloosa,35134,Alabama,Express,901706B5-9535-BC90-83BE-02C5B90C70C5,PREPARING SHIPMENT
663955784_3867040,Denton V. Cox,"P.O. Box 243, 8866 Ut, Rd.",Lakewood,15640,Colorado,Next-Day,997B9631-3339-8A04-45ED-79288B612ACE,PREPARING SHIPMENT
663955785_3867041,Aileen Z. Carney,974-9495 Feugiat St.,Georgia,31523,GA,Express,FD7E7CFD-5031-30B5-3453-9297B4EA732B,PREPARING SHIPMENT
663955786_3867042,Patricia Z. Cantrell,Ap #207-6127 Ultricies St.,Hartford,80553,CT,Next-Day,2C726BDD-E7F3-29FC-EB18-A3A6C9AB6E43,IN NETWORK
663955787_3867043,Leandra B. Ayala,Ap #459-4033 Nam St.,Aurora,99668,Colorado,Standard,32F26172-1A64-0953-CA7E-FB5B859E6D58,DELIVERED
663955788_3867044,Simone J. Fitzpatrick,685-5663 Dapibus Road,Bear,46340,Delaware,Standard,19087A65-4203-F418-E1A7-0F15D9A7AAE3,PENDING COLLECTION
663955789_3867045,Wendy D. Crane,3858 Sit Av.,Newport News,38035,Virginia,Express,D4EADA70-DAF8-3B68-2581-5D9AD3FC7025,HANDED TO CARRIER
663955790_3867046,Rooney P. Gilbert,"Ap #912-581 Et, Av.",Metairie,51044,LA,Standard,0CC14344-6F47-D6B0-F9F8-51ECE3CCE317,IN NETWORK
663955791_3867047,Camille B. Lane,Ap #881-5696 Risus. Av.,Newport News,13486,VA,Next-Day,939A578C-5AA4-BE56-3EAB-DA22E54509AF,PREPARING SHIPMENT
663955792_3867048,Hayley N. Gibbs,Ap #960-4471 Nunc Street,Kenosha,35508,WI,Next-Day,33022B5C-DBB6-5B1D-9187-4F5137D1C859,HANDED TO CARRIER
663955793_3867049,Rashad Q. Snyder,"P.O. Box 306, 7900 Vitae St.",Rockville,77281,Maryland,Express,B48F8127-E564-6A62-7358-0660DDD98A89,PREPARING SHIPMENT
663955794_3867050,Sylvester W. Santos,Ap #176-7391 Nec Street,Virginia Beach,38748,Virginia,Standard,C23EABB5-F155-1582-8696-BF67B0FF9302,PREPARING SHIPMENT
663955795_3867051,Amal L. Carter,"P.O. Box 193, 2996 Sit Rd.",Portland,18377,ME,Next-Day,FFFD3AAB-B1F1-E352-DBB9-507777EEE5BF,IN NETWORK
663955796_3867052,Tiger F. Meyers,625-9816 Amet Street,Springdale,72197,AR,Standard,865E1D19-9F13-3282-46EB-B40F7476B438,PREPARING SHIPMENT
663955797_3867053,Abel X. Ayala,802-6058 Vel Road,Cedar Rapids,50807,Iowa,Standard,6451755B-6FAB-5C76-C8F8-2F32ACC9A3D8,HANDED TO CARRIER
663955798_3867054,Zeph B. Ball,1559 Mus. Street,Springfield,19253,IL,Next-Day,7B2E6585-5B74-3DC8-CDBA-46084DDB0EC0,DELIVERED
663955799_3867055,Octavius Y. Wagner,258-8956 Habitant Av.,Butte,98471,Montana,Express,ACAFC163-82D0-BCCF-FB80-E4A024ADA74A,DELIVERED
663955800_3867056,Lacey F. Mckee,Ap #689-6816 Ante. Road,Olathe,23650,Kansas,Express,32C96CFF-BE78-922D-4A92-3FCB37DDE158,PREPARING SHIPMENT
663955801_3867057,Kiayada D. Crawford,"P.O. Box 315, 3353 Sem Street",Cheyenne,70801,Wyoming,Express,E4D4A7CF-5CB0-4AD5-83C4-C6009E26FEBF,DELIVERED
663955802_3867058,Lila C. Tyson,3936 Viverra. St.,Phoenix,86637,AZ,Express,259BE204-CAFD-3F57-9938-1C687821A1D2,PENDING COLLECTION
663955803_3867059,Hedy L. Stanley,Ap #132-437 Malesuada Rd.,Overland Park,63565,Kansas,Next-Day,54F2C330-789A-E9E7-FB2D-72031D83BAC1,DELIVERED
663955804_3867060,Dennis Q. Rosa,"P.O. Box 820, 1875 Enim. Ave",Cincinnati,55054,Ohio,Standard,FD621840-AE37-8F59-3777-8112666D098A,PENDING COLLECTION
663955805_3867061,Hyacinth N. Moon,7486 Orci. St.,Kansas City,35872,Kansas,Express,3B55A084-0304-BDBA-FAD7-50E75CDA6F98,PREPARING SHIPMENT
663955806_3867062,Joshua Z. Ramos,8169 Ut Ave,Fayetteville,72889,AR,Standard,5F005301-A849-B599-9C36-D44A0F67264D,DELIVERED
663955807_3867063,Magee I. Guthrie,3028 Pede St.,Olympia,72933,Washington,Express,3EA51D9C-17A1-4D71-6EA1-5A530201842B,IN NETWORK
663955808_3867064,Keith U. Perkins,"105 Elementum, Rd.",Lansing,39896,MI,Express,A063FCAB-2CFE-D0A7-5984-5B45806BF5E9,PENDING COLLECTION
663955809_3867065,Rahim Q. Cherry,"P.O. Box 485, 9904 Ultrices Rd.",Shreveport,48354,LA,Express,D766339E-1279-A217-0F5C-EF17D5873D1A,DELIVERED
663955810_3867066,Indira W. Porter,6376 Luctus Rd.,Pocatello,68098,ID,Next-Day,6BAA0B7D-D865-AD0A-9BA6-428F47366DCC,IN NETWORK
663955811_3867067,Quail P. Gentry,9756 Tempus Av.,Olympia,83711,Washington,Next-Day,758A1970-7152-A164-E630-DE11CB47B317,PENDING COLLECTION
663955812_3867068,Cedric S. Rowland,"P.O. Box 950, 9585 Varius Ave",Portland,11555,Oregon,Express,454FC962-8D5C-8457-C793-3D4ED6216252,PENDING COLLECTION
663955813_3867069,Nicholas V. Dominguez,Ap #567-3097 Tellus Rd.,Chandler,85810,AZ,Next-Day,8CDBA476-63F1-D31E-015D-CF5A40B5FA0B,IN NETWORK
663955814_3867070,Jeanette E. Bond,"P.O. Box 866, 909 Convallis, Ave",Dallas,28071,Texas,Next-Day,E53F9A82-41A3-099A-8259-482AE817E670,PREPARING SHIPMENT
663955815_3867071,Vielka W. French,191-8696 Vitae St.,Biloxi,96671,MS,Standard,E5793E0E-71A3-B624-E62D-89280089B863,HANDED TO CARRIER
663955816_3867072,Kenneth W. Chase,"P.O. Box 443, 9812 Sapien. Rd.",Shreveport,99379,LA,Express,8AE0908A-B7E4-2904-9722-74DBBABC76EA,DELIVERED
663955817_3867073,Kyle C. Flowers,Ap #425-7433 In Rd.,Phoenix,85985,Arizona,Express,DB848BD9-6D0E-E9FB-4648-17D874B6A86B,DELIVERED
663955818_3867074,Maia F. Ortiz,Ap #132-3491 Turpis Rd.,Davenport,10995,IA,Next-Day,894CA5BA-2F0E-A5B5-89E8-67852BF05ED8,IN NETWORK
663955819_3867075,Guy K. Bush,5944 Cubilia St.,Gillette,99294,Wyoming,Express,B45F8C55-B839-D860-5B65-58DB585DAE2E,DELIVERED
663955820_3867076,Karleigh C. Douglas,Ap #325-6209 Phasellus Road,Reading,75241,PA,Next-Day,ABA1CBA1-11FF-CF79-82DC-71F638B6E055,IN NETWORK
663955821_3867077,Herrod G. Bender,520-2150 Nec St.,Stamford,32891,CT,Next-Day,D6AF52EE-B953-C3DA-CB3C-5FC43840D926,DELIVERED
663955822_3867078,Orli T. Gutierrez,"P.O. Box 439, 6058 Adipiscing Road",Fort Wayne,39252,IN,Express,28253413-466D-FF11-5ACA-35FCC284036D,DELIVERED
663955823_3867079,Caesar Y. Robbins,470-6508 Ac St.,Boise,31071,Idaho,Express,0A41F9A6-BB19-5744-1DD7-15DD1D2A730D,PREPARING SHIPMENT
663955824_3867080,Nell V. Lancaster,653-9470 Phasellus Ave,Gresham,46931,OR,Express,3BB558E9-C1DC-F8B7-D7A5-166E5661E67C,IN NETWORK
663955825_3867081,Sasha Z. Bond,"P.O. Box 910, 6978 Ligula. St.",Georgia,64295,Georgia,Express,957DE5DF-3FE3-F16D-792D-97E960EA166D,DELIVERED
663955826_3867082,Cameran O. Sargent,895-1204 Mauris Road,Baton Rouge,50936,Louisiana,Express,C5A574AB-77B5-DF28-C720-3E1EB22BCE28,PREPARING SHIPMENT
663955827_3867083,Grant I. Patel,821-1361 Nunc Av.,Chandler,86082,AZ,Standard,A8AF3826-995E-EB1F-FBAA-2FD7F751979C,PREPARING SHIPMENT
663955828_3867084,Noble A. Saunders,715-6811 Mauris St.,Austin,47028,TX,Next-Day,40FED9C5-DA9A-E543-143E-4F819FF50ABC,DELIVERED
663955829_3867085,Gabriel J. Whitaker,Ap #351-6255 Sed Avenue,Kenosha,76941,WI,Express,20786E32-D1F8-7083-A261-8ED53F691107,IN NETWORK
663955830_3867086,Jared O. Knapp,"3545 Enim, St.",Lewiston,68693,Maine,Express,1CFFA85D-1D95-15E4-D12E-62C75DBF1A0C,PREPARING SHIPMENT
663955831_3867087,Reuben T. Klein,"P.O. Box 640, 5284 In Ave",Mesa,86860,AZ,Standard,D73FC694-0BAA-AAE3-8413-8975DFE097B1,PENDING COLLECTION
663955832_3867088,Thaddeus Q. Duffy,510-5001 Venenatis Road,Eugene,36986,Oregon,Express,911B2DD2-7F19-D140-344C-6E60BF9901B3,PREPARING SHIPMENT
663955833_3867089,Roth M. Jacobs,3912 Nibh. St.,Salt Lake City,70479,UT,Express,7E7EF356-2D3C-11ED-DFDB-5ABCDFB6123B,IN NETWORK
663955834_3867090,Michelle B. Glass,Ap #909-182 Magna Rd.,Southaven,66632,MS,Express,B665040D-24A5-DADF-3DE0-596F05C9066A,IN NETWORK
663955835_3867091,Kimberley F. Dodson,"P.O. Box 826, 8650 Mollis Rd.",Norman,36859,OK,Standard,676DD385-F8BF-93F1-49A0-145E541D162D,PENDING COLLECTION
663955836_3867092,Courtney U. Velazquez,5621 Penatibus Rd.,Kearney,21984,Nebraska,Express,4A5651C7-08A5-B501-2410-D4DFF6D78A86,HANDED TO CARRIER
663955837_3867093,Kirk P. Richmond,"P.O. Box 916, 6188 Torquent Rd.",Saint Louis,88440,Missouri,Express,DFA815CA-ACA1-BC53-B9A2-D1FF06B45B76,HANDED TO CARRIER
663955838_3867094,Fletcher D. Dotson,621-6327 Mattis Rd.,Cleveland,80420,Ohio,Express,4D6F00B4-E6E3-E549-80E0-5535D9933202,HANDED TO CARRIER
663955839_3867095,Colleen A. Conrad,338-7242 Habitant St.,Fairbanks,99623,Alaska,Standard,3EA3B2DA-FE56-08EA-ACB2-FF928B50D798,PREPARING SHIPMENT
663955840_3867096,Merrill G. Roy,"P.O. Box 176, 4158 Molestie. Av.",Iowa City,25700,IA,Next-Day,9F00C5E6-C63E-905D-17D1-3E77C278D970,DELIVERED
663955841_3867097,Stone F. Kinney,"P.O. Box 163, 8210 Non Ave",Baltimore,38340,MD,Standard,B5400792-4864-D83B-4219-7B416F2A81E4,PREPARING SHIPMENT
663955842_3867098,Lars N. Nixon,2181 Nec Rd.,Lafayette,50664,LA,Next-Day,F26DC7E3-AC12-4C32-B710-B718EAC89336,DELIVERED
663955843_3867099,Roanna M. Wilder,"7197 Sed, Av.",New Haven,32189,CT,Next-Day,9D4A05BF-9FDB-D52E-1601-D06CA5F65026,DELIVERED
663955844_3867100,Zeph O. Crawford,"P.O. Box 683, 5634 Sit Avenue",Chattanooga,38990,Tennessee,Express,9F4F12BB-CF0B-F0BB-D253-D9AAA712E514,DELIVERED
663955845_3867101,Hedley B. Odonnell,640-5600 Ultrices Rd.,Essex,34034,Vermont,Express,C73E9BFA-3B84-37CC-0113-9B45EF87A2EB,DELIVERED
663955846_3867102,Amela G. Hayes,Ap #967-3517 Lorem Rd.,Omaha,69220,Nebraska,Express,E5DB225B-E321-8E80-E9B2-811EA3CBF0CB,PREPARING SHIPMENT
663955847_3867103,Colorado F. Joyner,893-1842 Nunc St.,Kaneohe,54721,HI,Standard,D92637C0-82E1-C8D0-21E0-925F6BAEA427,HANDED TO CARRIER
663955848_3867104,Xandra R. Key,"P.O. Box 568, 9073 Interdum. Avenue",Kansas City,17592,KS,Express,84355BAE-40DA-206D-CFDF-8367EF52D773,PREPARING SHIPMENT
663955849_3867105,Hasad M. Barron,391-7043 Donec Avenue,Kaneohe,98014,HI,Express,AB7AC35C-399B-9024-2B24-FD99B570E1BE,IN NETWORK
663955850_3867106,Russell X. Buchanan,"6855 Id, Rd.",Cincinnati,35153,OH,Standard,AD220900-53A2-A7F4-7789-6E1CEFE4AFA8,PENDING COLLECTION
663955851_3867107,Stuart N. Forbes,409-4876 Velit. Rd.,Tulsa,94965,Oklahoma,Next-Day,A3DD5ECB-598D-CCF6-886E-4ECBE149FF4F,PENDING COLLECTION
663955852_3867108,Willa T. Hess,8894 Enim Road,Lafayette,49025,Louisiana,Standard,83E0209A-0DC2-357D-B7A6-97599D6C86D1,IN NETWORK
663955853_3867109,Haley I. Burke,Ap #476-6107 Mauris Street,Owensboro,81080,KY,Express,8C0FC483-A59C-CC59-D8BD-D766CE7B9D34,DELIVERED
663955854_3867110,Charles Q. Holman,"P.O. Box 852, 199 Interdum. Ave",Olympia,89861,Washington,Standard,DADC4585-C3C6-AC09-4A67-356376ABBBE5,PREPARING SHIPMENT
663955855_3867111,Karen H. Townsend,7137 Est St.,Aurora,11860,CO,Standard,2CD0B703-9B6D-ABE7-1F10-2F86B83580FF,DELIVERED
663955856_3867112,Hunter O. Macias,7729 Libero. Av.,Chandler,85997,AZ,Standard,A1F2F849-9DF2-3FBC-535A-C60391052A7A,HANDED TO CARRIER
663955857_3867113,Madison L. Martin,Ap #874-7544 Sit St.,Sandy,67376,UT,Express,6105CAA2-E22A-A74A-CCF2-2F309D0DD4A4,DELIVERED
663955858_3867114,Ulysses N. Briggs,695-4347 Ultrices Street,Norfolk,29030,Virginia,Express,A40F7788-5065-6D43-FBCE-8D3CC4D85F6B,PREPARING SHIPMENT
663955859_3867115,Theodore H. Douglas,171-2675 Neque St.,Gulfport,53749,Mississippi,Express,BE7EA2DC-C4EE-D46C-C06A-349CFB47F286,PENDING COLLECTION
663955860_3867116,Hunter X. Mclean,Ap #581-4916 Placerat Street,San Diego,95660,CA,Next-Day,AEE6946E-C638-B60B-20A4-89D67E9360D3,PREPARING SHIPMENT
663955861_3867117,Gage G. Goodwin,Ap #774-7696 Libero. Av.,Gresham,36217,OR,Next-Day,9C567274-470E-0CDC-BA8A-F33D9F8A18F3,PENDING COLLECTION
663955862_3867118,Merritt I. Richard,"P.O. Box 298, 7189 Et St.",Fort Collins,76326,CO,Next-Day,AA9236E1-EB14-53DC-38C9-60D8714BDDE6,PREPARING SHIPMENT
663955863_3867119,Brady N. Haney,Ap #187-5783 Donec Street,Cincinnati,61919,Ohio,Next-Day,82CFCCB4-7A6A-D96E-F0AA-9504769B248C,PREPARING SHIPMENT
663955864_3867120,Ruth S. Roman,Ap #184-2531 Nunc Rd.,Naperville,93420,Illinois,Express,2810B048-9631-BC0D-4AA8-4660DE41097B,DELIVERED
663955865_3867121,Giselle F. Blanchard,"P.O. Box 659, 3680 Quisque St.",Bear,46285,DE,Next-Day,B8E40576-EC2E-752C-5A23-85D8A3EBDE01,DELIVERED
663955866_3867122,Kennedy T. Daugherty,7360 Molestie Rd.,North Las Vegas,42536,Nevada,Standard,AE277293-3E7E-069C-536C-E500375F7753,DELIVERED
663955867_3867123,Pamela N. Rivas,"P.O. Box 750, 7800 Magnis Ave",Fort Wayne,63251,Indiana,Standard,53AA10BD-39F8-777A-70D5-1D69109A13FA,IN NETWORK
663955868_3867124,Walker V. Ewing,"P.O. Box 422, 5449 Felis, Road",Toledo,10173,Ohio,Express,51D810DE-8F39-8BF6-0AE9-5352FB273664,DELIVERED
663955869_3867125,Richard R. Cooper,"P.O. Box 974, 4277 Vitae Rd.",Jefferson City,72933,MO,Next-Day,D53400E6-40BA-2EAD-FDAF-79BEC61007DC,IN NETWORK
663955870_3867126,Kirsten B. Allen,497-1691 Neque Ave,Rockford,29184,IL,Next-Day,4EC50D63-421A-47CC-B0FE-D2CD1635CC74,IN NETWORK
663955871_3867127,Mannix E. Hutchinson,2347 In Rd.,Denver,23163,CO,Express,02B5E54C-FB5E-74F8-7BC0-B33F6426F638,PREPARING SHIPMENT
663955872_3867128,Dillon B. Marks,206-4669 Turpis Rd.,Memphis,61602,Tennessee,Standard,91FA1B41-42C6-9945-37AB-70DE0BEDC82A,IN NETWORK
663955873_3867129,Ray K. Justice,Ap #746-6203 Orci. Rd.,Chesapeake,48216,VA,Express,AB95B055-DCD0-750C-E980-4F41555EC6AA,DELIVERED
663955874_3867130,Amelia L. Hurst,Ap #725-4060 Libero St.,Springfield,49938,MO,Express,78CCEE94-E4D6-AD04-3831-3B4E5ED51A22,PENDING COLLECTION
663955875_3867131,Jacob T. Herman,Ap #339-8382 Metus. St.,Hartford,56446,CT,Standard,D26F726A-2C24-46D8-12C1-FF588C250EB6,DELIVERED
663955876_3867132,Shaine J. Talley,164-8789 Integer Rd.,Great Falls,38185,Montana,Express,B920AB9D-BF30-89C1-E79B-6A5107A3C168,PENDING COLLECTION
663955877_3867133,Nigel C. Richardson,"5085 Congue, Avenue",Toledo,59295,Ohio,Standard,84ABB253-8085-C2E5-A65E-476DDE65FC10,IN NETWORK
663955878_3867134,Amena J. Ryan,Ap #275-8087 Aliquet. Avenue,Lakewood,77650,CO,Express,AB9BAB23-E5AE-8DED-8A15-1EA3DE4585A4,HANDED TO CARRIER
663955879_3867135,Summer C. Ford,"Ap #676-6523 Vestibulum, Rd.",College,99602,Alaska,Express,7AFF9AB2-9CAA-0F3C-B42F-3FF4CA115085,PENDING COLLECTION
663955880_3867136,Eaton C. Diaz,3952 Morbi Av.,Pittsburgh,58090,Pennsylvania,Standard,5EE0C5E9-9B1F-9B54-12B8-B4B024FDF31A,PREPARING SHIPMENT
663955881_3867137,Ivor K. Bishop,"P.O. Box 437, 9489 Sed St.",Fresno,95613,CA,Express,0ECD033B-E5B6-8E53-9324-858043B164C0,PENDING COLLECTION
663955882_3867138,Caleb E. Fields,509-4315 Euismod Street,Naperville,77972,IL,Standard,9D3E17D3-CF0A-6DCE-CF3C-FFEB89F94995,PENDING COLLECTION
663955883_3867139,Yeo H. Carpenter,132 Praesent Street,Columbus,29527,Ohio,Standard,17B0D6C5-5CC2-ED2E-3E58-AC07A40958A8,PREPARING SHIPMENT
663955884_3867140,Lance H. Lynch,"263-4504 Imperdiet, Av.",Atlanta,33245,GA,Standard,AFECD6D9-1CDF-CEFD-70B6-51B73D6295E9,IN NETWORK
663955885_3867141,Carson G. William,"P.O. Box 484, 8308 In St.",Racine,11127,WI,Express,21F89D2D-E48E-59B9-77A7-A59EC271FA68,PENDING COLLECTION
663955886_3867142,Skyler U. Reed,Ap #163-8642 Curabitur Avenue,Gresham,61983,Oregon,Express,054BAB86-398C-28E3-E8DD-ABC6A15B4CA7,PREPARING SHIPMENT
663955887_3867143,Dale I. Osborne,5050 Ullamcorper Road,Pittsburgh,19169,PA,Next-Day,EAB03B1C-CD17-C460-F5A3-D5757DC8A530,PENDING COLLECTION
663955888_3867144,Zorita H. Ramirez,2688 Non Avenue,Broken Arrow,63441,OK,Express,54625D29-2EDC-4A69-DDD8-3331AB26E301,IN NETWORK
663955889_3867145,Bert B. Woodward,857-342 Arcu. Ave,Metairie,72523,LA,Express,A859B3CA-E1C5-99D7-49D8-E6964F2CC3E8,DELIVERED
663955890_3867146,Jasper D. Herring,4940 Et Ave,Detroit,77377,Michigan,Next-Day,6D73D101-79CE-092F-6176-F9C2FC2BC31D,IN NETWORK
663955891_3867147,Timon K. Gilliam,Ap #678-1307 Dictum Ave,Austin,92134,Texas,Standard,ADF5F747-97B2-FF5C-0B8C-1FC5131206BB,HANDED TO CARRIER
663955892_3867148,Alden N. Mullins,8454 Ligula Ave,Butte,11350,MT,Standard,5C4B798F-CEF4-67A3-1D66-F8E5AFDF063A,DELIVERED
663955893_3867149,Kasimir B. Boone,Ap #425-2746 In Rd.,Wyoming,96980,WY,Next-Day,02D13D97-EC8C-3272-0E59-4C09E3F5D9EC,DELIVERED
663955894_3867150,Chiquita K. Hardy,Ap #852-1106 Mauris Rd.,Montpelier,64386,Vermont,Next-Day,C38A30DC-7D0A-3FA0-2D36-9727DFC78035,PENDING COLLECTION
663955895_3867151,Elmo I. Walker,Ap #600-9063 Ut Rd.,Richmond,58691,Virginia,Standard,ECE2A5A2-5746-6BFF-40A6-A0A892BC6A70,HANDED TO CARRIER
663955896_3867152,Cole U. James,310-5875 Ut Avenue,Essex,30199,VT,Express,AE385B71-4B35-7BE0-2B52-30D8AE02C443,IN NETWORK
663955897_3867153,Lionel E. Hartman,363-7073 Ut Street,Vancouver,97311,WA,Next-Day,5F7FDF3B-585C-E1A5-304F-0BEC10AE539E,HANDED TO CARRIER
663955898_3867154,Benjamin U. Graham,Ap #945-3860 Sem St.,Savannah,28857,GA,Next-Day,F3A6CDC9-199B-5497-CB4B-D0D7F4292747,PENDING COLLECTION
663955899_3867155,Nigel Q. Brennan,"P.O. Box 777, 951 Aenean Rd.",Broken Arrow,46257,OK,Next-Day,AB710578-E93A-FE9C-0F9D-C8CE2DC4DF2E,HANDED TO CARRIER
663955900_3867156,Yeo G. Moreno,Ap #540-6626 Sollicitudin Street,Rock Springs,94486,WY,Next-Day,3D9CDC43-49B4-B994-D3BC-4021D8C53026,HANDED TO CARRIER
663955901_3867157,Rae P. Douglas,255-4623 Commodo Av.,Nampa,15005,Idaho,Next-Day,A28051B0-04EE-51A8-3915-3C7FB59C85A2,IN NETWORK
663955902_3867158,Dante W. Mendoza,"731-405 Sapien, Av.",Nashville,57427,Tennessee,Standard,DBC1191D-8503-C550-EF45-9C12F6C4DE3A,IN NETWORK
663955903_3867159,Daphne F. Haynes,Ap #133-3451 Pellentesque Avenue,Paradise,87174,NV,Standard,A543B406-4B1F-48F9-7647-7633918A063D,HANDED TO CARRIER
663955904_3867160,Mufutau B. Skinner,6504 Malesuada St.,Jackson,88052,Mississippi,Express,584B6521-1EB4-8DB5-0B29-803F2C89D4BD,IN NETWORK
663955905_3867161,Adrienne H. Carson,491-7215 Etiam Av.,Fayetteville,72504,AR,Express,06F611D8-479F-9589-A94A-1637486E1CCF,PENDING COLLECTION
663955906_3867162,Jade H. Hays,Ap #382-6110 Tempor Rd.,Kaneohe,90058,HI,Next-Day,39BDC3E8-D743-D726-17DD-2A2BA577D7C2,PENDING COLLECTION
663955907_3867163,Hilary T. Ortiz,"4232 Id, Rd.",Duluth,85745,MN,Standard,9CBE3575-9420-94AD-455D-EABEB1322E29,PREPARING SHIPMENT
663955908_3867164,Otto G. Sanders,"482-258 Montes, Av.",Flint,94491,MI,Next-Day,5074AFF5-99CC-5BAF-AB7E-6FBAC0ED5D93,PENDING COLLECTION
663955909_3867165,Ahmed J. Larson,803-1665 Augue. Avenue,Wilmington,79176,Delaware,Express,2CE241A3-FE03-7AF1-7929-A0FE60E106E6,IN NETWORK
663955910_3867166,Idona O. Emerson,947-2214 Sed Rd.,Chandler,86530,Arizona,Next-Day,09FDBC4E-BBCA-FF57-6D69-5217CE674CDF,DELIVERED
663955911_3867167,Gabriel F. Knowles,694-4146 Mollis Avenue,Madison,56559,WI,Standard,4507A48F-099C-7FAD-BC09-994F38BBD782,PREPARING SHIPMENT
663955912_3867168,Orson L. Suarez,Ap #192-9145 Mauris Street,Columbia,12925,MD,Standard,A458AF74-A2B9-DD3E-BDFD-090E960D0C6E,PENDING COLLECTION
663955913_3867169,Kasimir V. Stephenson,"Ap #293-8576 Tempor, Ave",Fort Collins,80339,Colorado,Standard,01E25719-9D62-7F97-406A-9277230B8C33,DELIVERED
663955914_3867170,Erin T. Hogan,Ap #640-8745 Ante. Avenue,Laramie,55921,Wyoming,Next-Day,E7E5B71E-7E23-3491-B939-D1FDA04BB77E,HANDED TO CARRIER
663955915_3867171,Garth L. Farmer,663-3573 Aliquam St.,Meridian,80959,Idaho,Express,74747723-3586-8E57-E36C-95E87C30993F,HANDED TO CARRIER
663955916_3867172,Caesar G. Perkins,"P.O. Box 864, 7065 Iaculis Road",Frankfort,93510,KY,Standard,ED7D0D6C-5A04-2CB4-6B64-073B904E7DDA,IN NETWORK
663955917_3867173,Tamekah D. Velazquez,Ap #806-344 Accumsan Rd.,Broken Arrow,57724,Oklahoma,Standard,9845BDF4-6FD8-2669-E389-3B986FF0EDBF,DELIVERED
663955918_3867174,Aurora Z. Meadows,866-2395 Metus. Street,Savannah,39173,GA,Next-Day,380FF6EB-F9E0-9F8D-4B6E-9C10EADDDB90,PENDING COLLECTION
663955919_3867175,Inga F. Calderon,543-3542 Etiam Street,Columbia,26955,Missouri,Express,0A9C1627-7180-D043-4517-243219B30F2A,HANDED TO CARRIER
663955920_3867176,Raven O. Barker,"P.O. Box 392, 2832 Sed St.",Clarksville,78705,Tennessee,Standard,6A71C9F0-5124-2871-7B32-C9FE81C888A8,DELIVERED
663955921_3867177,Lenore Q. Duncan,197-8633 Sed St.,Ketchikan,99872,Alaska,Next-Day,1D2C5C92-AC96-FF9B-6612-85364364700D,PREPARING SHIPMENT
663955922_3867178,Alma Z. Simon,3241 Magna. Rd.,Dallas,87422,TX,Express,21C299C1-38A2-EE6C-2E5F-6B6CDECA691F,HANDED TO CARRIER
663955923_3867179,Liberty V. Walls,Ap #991-8435 Phasellus Ave,Helena,27887,MT,Standard,1B3A193E-5A5F-DBD9-BA88-4BAA765E4F15,PENDING COLLECTION
